Date,Precipitation [mm/day],Discharge [m^3/s],Mean Temperature [C],Minimum Temperature [C],Maximum Temperature [C],Photoperiod [hr]
1893.01.01,0,,,,,8.918914
1893.01.02,0,,,,,8.932186
1893.01.03,3.47578,,,,,8.946690
1893.01.04,0.918036,,,,,8.962412
1893.01.05,0,,,,,8.979336
1893.01.06,3.98298,,,,,8.997446
1893.01.07,0,,,,,9.016722
1893.01.08,0,,,,,9.037147
1893.01.09,0,,,,,9.058701
1893.01.10,0,,,,,9.081363
1893.01.11,4.18196,,,,,9.105113
1893.01.12,0,,,,,9.129928
1893.01.13,0,,,,,9.155787
1893.01.14,0,,,,,9.182666
1893.01.15,0,,,,,9.210542
1893.01.16,0,,,,,9.239391
1893.01.17,1.08815,,,,,9.269190
1893.01.18,0,,,,,9.299913
1893.01.19,0.381964,,,,,9.331536
1893.01.20,5.36698,,,,,9.364035
1893.01.21,0,,,,,9.397385
1893.01.22,0,,,,,9.431561
1893.01.23,0.918036,,,,,9.466538
1893.01.24,8.70153,,,,,9.502291
1893.01.25,4.51956,,,,,9.538796
1893.01.26,0,,,,,9.576029
1893.01.27,0.918036,,,,,9.613965
1893.01.28,3.06545,,,,,9.652580
1893.01.29,2.68349,,,,,9.691850
1893.01.30,0,,,,,9.731752
1893.01.31,2.5,,,,,9.772263
1893.02.01,,,,,,9.813361
1893.02.02,,,,,,9.855022
1893.02.03,,,,,,9.897226
1893.02.04,,,,,,9.939950
1893.02.05,,,,,,9.983173
1893.02.06,,,,,,10.026876
1893.02.07,,,,,,10.071037
1893.02.08,,,,,,10.115638
1893.02.09,,,,,,10.160660
1893.02.10,,,,,,10.206082
1893.02.11,,,,,,10.251889
1893.02.12,,,,,,10.298061
1893.02.13,,,,,,10.344583
1893.02.14,,,,,,10.391436
1893.02.15,,,,,,10.438607
1893.02.16,,,,,,10.486077
1893.02.17,,,,,,10.533834
1893.02.18,,,,,,10.581861
1893.02.19,,,,,,10.630146
1893.02.20,,,,,,10.678673
1893.02.21,,,,,,10.727431
1893.02.22,,,,,,10.776406
1893.02.23,,,,,,10.825586
1893.02.24,,,,,,10.874959
1893.02.25,,,,,,10.924514
1893.02.26,,,,,,10.974239
1893.02.27,,,,,,11.024125
1893.02.28,,,,,,11.074159
1893.03.01,,,,,,11.124334
1893.03.02,,,,,,11.174638
1893.03.03,,,,,,11.225064
1893.03.04,,,,,,11.275601
1893.03.05,,,,,,11.326241
1893.03.06,,,,-23.0387,,11.376975
1893.03.07,,,,,,11.427797
1893.03.08,,,,,,11.478697
1893.03.09,,,,,,11.529668
1893.03.10,,,,,,11.580703
1893.03.11,,,,,,11.631795
1893.03.12,,,,,,11.682936
1893.03.13,,,,,,11.734119
1893.03.14,,,,,,11.785339
1893.03.15,,,,,,11.836589
1893.03.16,,,,,,11.887861
1893.03.17,,,,,,11.939151
1893.03.18,,,,,,11.990451
1893.03.19,,,,,,12.041756
1893.03.20,,,,,,12.093059
1893.03.21,,,,,,12.144355
1893.03.22,,,,,,12.195638
1893.03.23,,,,,,12.246902
1893.03.24,,,,,,12.298141
1893.03.25,,,,,,12.349350
1893.03.26,,,,,,12.400521
1893.03.27,,,,,,12.451650
1893.03.28,,,,,,12.502730
1893.03.29,,,,,,12.553756
1893.03.30,,,,,,12.604720
1893.03.31,,,,,11.8928,12.655618
1893.04.01,,,,,,12.706443
1893.04.02,,,,,,12.757187
1893.04.03,,,,,,12.807846
1893.04.04,,,,,,12.858412
1893.04.05,,,,,,12.908878
1893.04.06,,,,,,12.959237
1893.04.07,,,,,,13.009482
1893.04.08,,,,,,13.059606
1893.04.09,,,,,,13.109600
1893.04.10,,,,,,13.159458
1893.04.11,,,,,,13.209171
1893.04.12,,,,,,13.258731
1893.04.13,,,,,,13.308128
1893.04.14,,,,,,13.357356
1893.04.15,,,,,,13.406403
1893.04.16,,,,,,13.455261
1893.04.17,,,,,,13.503920
1893.04.18,,,,,,13.552370
1893.04.19,,,,,,13.600601
1893.04.20,,,,,,13.648601
1893.04.21,,,,,,13.696361
1893.04.22,,,,,,13.743867
1893.04.23,,,,,,13.791110
1893.04.24,,,,,,13.838076
1893.04.25,,,,,,13.884753
1893.04.26,,,,,,13.931128
1893.04.27,,,,,,13.977188
1893.04.28,,,,,,14.022919
1893.04.29,,,,,,14.068307
1893.04.30,,,,,,14.113338
1893.05.01,,,,0,,14.157997
1893.05.02,3.03658,,,,,14.202269
1893.05.03,0,,,1.97731,,14.246138
1893.05.04,6.72844,,,0.100509,,14.289587
1893.05.05,10.734,,,,,14.332602
1893.05.06,0,,,0.7768,,14.375164
1893.05.07,0,,,,,14.417257
1893.05.08,0,,,,,14.458863
1893.05.09,0,,,,,14.499965
1893.05.10,1.88044,,,,,14.540544
1893.05.11,8.05047,,,,,14.580581
1893.05.12,0.564945,,,,,14.620058
1893.05.13,0,,,,,14.658956
1893.05.14,0,,,,,14.697255
1893.05.15,0,,,,,14.734935
1893.05.16,0,,,,,14.771978
1893.05.17,0,,,,,14.808361
1893.05.18,0,,,,,14.844066
1893.05.19,0,,,,,14.879072
1893.05.20,0,,,,,14.913357
1893.05.21,0,,,,,14.946903
1893.05.22,22.6233,,,,,14.979686
1893.05.23,0,,,,,15.011688
1893.05.24,3.03658,,,,,15.042888
1893.05.25,0,,,,,15.073263
1893.05.26,0,,,,,15.102795
1893.05.27,0,,,,,15.131463
1893.05.28,0,,,,,15.159246
1893.05.29,0,,,,,15.186124
1893.05.30,0,,,,,15.212078
1893.05.31,0,,,,,15.237088
1893.06.01,,,,,,15.261135
1893.06.02,,,,,,15.284201
1893.06.03,,,,,,15.306268
1893.06.04,,,,,,15.327317
1893.06.05,,,,,,15.347332
1893.06.06,,,,,,15.366297
1893.06.07,,,,,,15.384196
1893.06.08,,,,,,15.401013
1893.06.09,,,,,,15.416734
1893.06.10,,,,,,15.431347
1893.06.11,,,,,,15.444838
1893.06.12,,,,,,15.457196
1893.06.13,,,,,,15.468409
1893.06.14,,,,,,15.478469
1893.06.15,,,,,,15.487365
1893.06.16,,,,,,15.495091
1893.06.17,,,,,,15.501639
1893.06.18,,,,,,15.507005
1893.06.19,,,,,,15.511182
1893.06.20,,,,,,15.514168
1893.06.21,,,,,,15.515961
1893.06.22,,,,,,15.516559
1893.06.23,,,,,,15.515961
1893.06.24,,,,,,15.514170
1893.06.25,,,,,,15.511186
1893.06.26,,,,,,15.507014
1893.06.27,,,,,,15.501658
1893.06.28,,,,,,15.495122
1893.06.29,,,,,,15.487415
1893.06.30,,,,,,15.478543
1893.07.01,,,,,,15.468515
1893.07.02,,,,,,15.457340
1893.07.03,,,,,,15.445030
1893.07.04,,,,,,15.431595
1893.07.05,,,,,,15.417048
1893.07.06,,,,,,15.401403
1893.07.07,,,,,,15.384673
1893.07.08,,,,,,15.366873
1893.07.09,,,,,,15.348020
1893.07.10,,,,,,15.328128
1893.07.11,,,,,,15.307215
1893.07.12,,,,,,15.285299
1893.07.13,,,,,,15.262398
1893.07.14,,,,,,15.238529
1893.07.15,,,,,,15.213712
1893.07.16,,,,,,15.187966
1893.07.17,,,,,,15.161311
1893.07.18,,,,,,15.133767
1893.07.19,,,,,,15.105353
1893.07.20,,,,,,15.076091
1893.07.21,,,,,,15.046001
1893.07.22,,,,,,15.015102
1893.07.23,,,,,,14.983417
1893.07.24,,,,,,14.950966
1893.07.25,,,,,,14.917769
1893.07.26,,,,,,14.883847
1893.07.27,,,,,,14.849221
1893.07.28,,,,,,14.813911
1893.07.29,,,,,,14.777937
1893.07.30,,,,,,14.741320
1893.07.31,,,,,,14.704079
1893.08.01,,,,,,14.666235
1893.08.02,,,,,,14.627806
1893.08.03,,,,,,14.588812
1893.08.04,,,,,,14.549271
1893.08.05,,,,,,14.509203
1893.08.06,,,,,,14.468625
1893.08.07,,,,,,14.427556
1893.08.08,,,,,,14.386012
1893.08.09,,,,,,14.344012
1893.08.10,,,,,,14.301571
1893.08.11,,,,,,14.258707
1893.08.12,,,,,,14.215435
1893.08.13,,,,,,14.171771
1893.08.14,,,,,,14.127730
1893.08.15,,,,,,14.083328
1893.08.16,,,,,,14.038578
1893.08.17,,,,,,13.993495
1893.08.18,,,,,,13.948092
1893.08.19,,,,,,13.902383
1893.08.20,,,,,,13.856381
1893.08.21,,,,,,13.810097
1893.08.22,,,,,,13.763545
1893.08.23,,,,,,13.716736
1893.08.24,,,,,,13.669681
1893.08.25,,,,,,13.622392
1893.08.26,,,,,,13.574879
1893.08.27,,,,,,13.527152
1893.08.28,,,,,,13.479222
1893.08.29,,,,,,13.431098
1893.08.30,,,,,,13.382790
1893.08.31,,,,,,13.334306
1893.09.01,,,,,,13.285656
1893.09.02,,,,,,13.236847
1893.09.03,,,,,,13.187889
1893.09.04,,,,,,13.138789
1893.09.05,,,,,,13.089555
1893.09.06,,,,,,13.040194
1893.09.07,,,,,,12.990714
1893.09.08,,,,,,12.941122
1893.09.09,,,,,,12.891424
1893.09.10,,,,,,12.841627
1893.09.11,,,,,,12.791738
1893.09.12,,,,,,12.741762
1893.09.13,,,,,,12.691707
1893.09.14,,,,,,12.641578
1893.09.15,,,,,,12.591382
1893.09.16,,,,,,12.541123
1893.09.17,,,,,,12.490808
1893.09.18,,,,,,12.440442
1893.09.19,,,,,,12.390031
1893.09.20,,,,,,12.339580
1893.09.21,,,,,,12.289095
1893.09.22,,,,,,12.238581
1893.09.23,,,,,,12.188044
1893.09.24,,,,,,12.137489
1893.09.25,,,,,,12.086921
1893.09.26,,,,,,12.036346
1893.09.27,,,,,,11.985770
1893.09.28,,,,,,11.935197
1893.09.29,,,,,,11.884635
1893.09.30,,,,,,11.834087
1893.10.01,,,,,,11.783561
1893.10.02,,,,,,11.733061
1893.10.03,,,,,,11.682595
1893.10.04,,,,,,11.632167
1893.10.05,,,,,,11.581786
1893.10.06,,,,,,11.531456
1893.10.07,,,,,,11.481185
1893.10.08,,,,,,11.430980
1893.10.09,,,,,,11.380848
1893.10.10,,,,,,11.330795
1893.10.11,,,,,,11.280831
1893.10.12,,,,,,11.230962
1893.10.13,,,,,,11.181196
1893.10.14,,,,,,11.131543
1893.10.15,,,,,,11.082010
1893.10.16,,,,,,11.032607
1893.10.17,,,,,,10.983343
1893.10.18,,,,,,10.934228
1893.10.19,,,,,,10.885272
1893.10.20,,,,,,10.836486
1893.10.21,,,,,,10.787880
1893.10.22,,,,,,10.739465
1893.10.23,,,,,,10.691253
1893.10.24,,,,,,10.643257
1893.10.25,,,,,,10.595488
1893.10.26,,,,,,10.547960
1893.10.27,,,,,,10.500686
1893.10.28,,,,,,10.453680
1893.10.29,,,,,,10.406956
1893.10.30,,,,,,10.360530
1893.10.31,,,,,,10.314416
1893.11.01,,,,,,10.268630
1893.11.02,,,,,,10.223190
1893.11.03,,,,,,10.178110
1893.11.04,,,,,,10.133410
1893.11.05,,,,,,10.089107
1893.11.06,,,,,,10.045219
1893.11.07,,,,,,10.001765
1893.11.08,,,,,,9.958764
1893.11.09,,,,,,9.916237
1893.11.10,,,,,,9.874203
1893.11.11,0.715278,,,,,9.832684
1893.11.12,,,,,,9.791701
1893.11.13,,,,,,9.751275
1893.11.14,,,,,,9.711429
1893.11.15,,,,,,9.672184
1893.11.16,,,,,,9.633565
1893.11.17,,,,,,9.595594
1893.11.18,,,,,,9.558295
1893.11.19,,,,,,9.521691
1893.11.20,,,,,,9.485808
1893.11.21,5.61218,,,,,9.450669
1893.11.22,,,,,,9.416298
1893.11.23,,,,,,9.382721
1893.11.24,,,,,,9.349961
1893.11.25,,,,,,9.318045
1893.11.26,,,,,,9.286997
1893.11.27,,,,,,9.256840
1893.11.28,,,,,,9.227601
1893.11.29,,,,,,9.199303
1893.11.30,,,,,,9.171970
1893.12.01,,,,,,9.145627
1893.12.02,,,,,,9.120296
1893.12.03,,,,,,9.096002
1893.12.04,,,,,,9.072765
1893.12.05,,,,,,9.050609
1893.12.06,,,,,,9.029555
1893.12.07,,,,,,9.009622
1893.12.08,,,,,,8.990832
1893.12.09,,,,,,8.973203
1893.12.10,,,,,,8.956754
1893.12.11,,,,,,8.941500
1893.12.12,,,,,,8.927460
1893.12.13,,,,,,8.914647
1893.12.14,,,,,,8.903075
1893.12.15,,,,,,8.892758
1893.12.16,,,,,,8.883707
1893.12.17,,,,,,8.875932
1893.12.18,,,,,,8.869441
1893.12.19,,,,,,8.864243
1893.12.20,,,,,,8.860344
1893.12.21,,,,,,8.857749
1893.12.22,,,,,,8.856460
1893.12.23,,,,,,8.856480
1893.12.24,,,,,,8.857809
1893.12.25,,,,,,8.860447
1893.12.26,,,,,,8.864390
1893.12.27,2.09081,,,,,8.869635
1893.12.28,,,,,,8.876177
1893.12.29,,,,,,8.884009
1893.12.30,,,,,,8.893122
1893.12.31,,,,,,8.903508
1894.01.01,,,,,,8.918914
1894.01.02,,,,,,8.932186
1894.01.03,1.37553,,,,,8.946690
1894.01.04,,,,,,8.962412
1894.01.05,,,,,,8.979336
1894.01.06,0,,,,,8.997446
1894.01.07,,,,,,9.016722
1894.01.08,,,,,,9.037147
1894.01.09,,,,,,9.058701
1894.01.10,,,,,,9.081363
1894.01.11,,,,,,9.105113
1894.01.12,,,,,,9.129928
1894.01.13,,,,,,9.155787
1894.01.14,,,,,,9.182666
1894.01.15,,,,,,9.210542
1894.01.16,,,,,,9.239391
1894.01.17,,,,,,9.269190
1894.01.18,,,,,,9.299913
1894.01.19,,,,,,9.331536
1894.01.20,,,,,,9.364035
1894.01.21,,,,,,9.397385
1894.01.22,,,,,,9.431561
1894.01.23,,,,,,9.466538
1894.01.24,,,,,,9.502291
1894.01.25,,,,,,9.538796
1894.01.26,,,,,,9.576029
1894.01.27,,,,,,9.613965
1894.01.28,,,,,,9.652580
1894.01.29,,,,,,9.691850
1894.01.30,,,,,,9.731752
1894.01.31,,,,,,9.772263
1894.02.01,,,,,,9.813361
1894.02.02,,,,,,9.855022
1894.02.03,,,,,,9.897226
1894.02.04,,,,,,9.939950
1894.02.05,,,,,,9.983173
1894.02.06,,,,,,10.026876
1894.02.07,,,,,,10.071037
1894.02.08,,,,,,10.115638
1894.02.09,,,,,,10.160660
1894.02.10,,,,,,10.206082
1894.02.11,,,,,,10.251889
1894.02.12,,,,,,10.298061
1894.02.13,,,,,,10.344583
1894.02.14,,,,,,10.391436
1894.02.15,,,,,,10.438607
1894.02.16,,,,,,10.486077
1894.02.17,,,,,,10.533834
1894.02.18,,,,,,10.581861
1894.02.19,,,,,,10.630146
1894.02.20,,,,,,10.678673
1894.02.21,,,,,,10.727431
1894.02.22,,,,,,10.776406
1894.02.23,,,,,,10.825586
1894.02.24,,,,,,10.874959
1894.02.25,,,,,,10.924514
1894.02.26,,,,,,10.974239
1894.02.27,,,,,,11.024125
1894.02.28,,,,,,11.074159
1894.03.01,,,,,,11.124334
1894.03.02,,,,,,11.174638
1894.03.03,,,,,,11.225064
1894.03.04,,,,,,11.275601
1894.03.05,,,,,,11.326241
1894.03.06,,,,,,11.376975
1894.03.07,,,,,,11.427797
1894.03.08,,,,,,11.478697
1894.03.09,,,,,,11.529668
1894.03.10,,,,,,11.580703
1894.03.11,,,,,,11.631795
1894.03.12,,,,,,11.682936
1894.03.13,,,,,,11.734119
1894.03.14,,,,,,11.785339
1894.03.15,,,,,,11.836589
1894.03.16,,,,,,11.887861
1894.03.17,,,,,,11.939151
1894.03.18,,,,,,11.990451
1894.03.19,,,,,,12.041756
1894.03.20,11.1693,,,,,12.093059
1894.03.21,0.165064,,,,,12.144355
1894.03.22,,,,,,12.195638
1894.03.23,,,,,,12.246902
1894.03.24,,,,,,12.298141
1894.03.25,,,,,,12.349350
1894.03.26,,,,,,12.400521
1894.03.27,2.80609,,,,,12.451650
1894.03.28,0,,,,,12.502730
1894.03.29,,,,,,12.553756
1894.03.30,,,,,,12.604720
1894.03.31,,,,,,12.655618
1894.04.01,,,,,,12.706443
1894.04.02,,,,,,12.757187
1894.04.03,,,,,,12.807846
1894.04.04,,,,,,12.858412
1894.04.05,,,,,,12.908878
1894.04.06,,,,,,12.959237
1894.04.07,,,,,,13.009482
1894.04.08,13.9754,,,,,13.059606
1894.04.09,,,,,,13.109600
1894.04.10,0,,,,,13.159458
1894.04.11,,,,,,13.209171
1894.04.12,,,,,,13.258731
1894.04.13,,,,,,13.308128
1894.04.14,0,,,,,13.357356
1894.04.15,,,,,,13.406403
1894.04.16,,,,,,13.455261
1894.04.17,9.7938,,,,,13.503920
1894.04.18,0,,,,,13.552370
1894.04.19,,,,,,13.600601
1894.04.20,,,,,,13.648601
1894.04.21,,,,,,13.696361
1894.04.22,,,,,,13.743867
1894.04.23,,,,,,13.791110
1894.04.24,,,,,,13.838076
1894.04.25,,,,,,13.884753
1894.04.26,,,,,,13.931128
1894.04.27,0,,,,,13.977188
1894.04.28,,,,,,14.022919
1894.04.29,8.36325,,,,,14.068307
1894.04.30,0,,,,,14.113338
1894.05.01,,,,,,14.157997
1894.05.02,,,,,,14.202269
1894.05.03,,,,,,14.246138
1894.05.04,15.351,,,,,14.289587
1894.05.05,9.7938,,,,,14.332602
1894.05.06,,,,,,14.375164
1894.05.07,,,,,,14.417257
1894.05.08,,,,,,14.458863
1894.05.09,13.9754,,,,,14.499965
1894.05.10,,,,,,14.540544
1894.05.11,,,,,,14.580581
1894.05.12,,,,,,14.620058
1894.05.13,,,,,,14.658956
1894.05.14,,,,,,14.697255
1894.05.15,,,,,,14.734935
1894.05.16,,,,,,14.771978
1894.05.17,13.9754,,,,,14.808361
1894.05.18,,,,,,14.844066
1894.05.19,,,,,,14.879072
1894.05.20,,,,,,14.913357
1894.05.21,,,,,,14.946903
1894.05.22,,,,,,14.979686
1894.05.23,,,,,,15.011688
1894.05.24,,,,,,15.042888
1894.05.25,,,,,,15.073263
1894.05.26,,,,,,15.102795
1894.05.27,,,,,,15.131463
1894.05.28,,,,,,15.159246
1894.05.29,,,,,,15.186124
1894.05.30,,,,,,15.212078
1894.05.31,,,,,,15.237088
1894.06.01,,,,,,15.261135
1894.06.02,,,,,,15.284201
1894.06.03,,,,,,15.306268
1894.06.04,,,,,,15.327317
1894.06.05,,,,,,15.347332
1894.06.06,,,,,,15.366297
1894.06.07,,,,,,15.384196
1894.06.08,,,,,,15.401013
1894.06.09,,,,,,15.416734
1894.06.10,,,,,,15.431347
1894.06.11,,,,,,15.444838
1894.06.12,,,,,,15.457196
1894.06.13,,,,,,15.468409
1894.06.14,,,,,,15.478469
1894.06.15,0,,,,,15.487365
1894.06.16,4.18162,,,,,15.495091
1894.06.17,,,,,,15.501639
1894.06.18,,,,,,15.507005
1894.06.19,,,,,,15.511182
1894.06.20,15.351,,,,,15.514168
1894.06.21,0,,,,,15.515961
1894.06.22,,,,,,15.516559
1894.06.23,12.5999,,,,,15.515961
1894.06.24,,,,,,15.514170
1894.06.25,,,,,,15.511186
1894.06.26,,,,,,15.507014
1894.06.27,,,,,,15.501658
1894.06.28,,,,,,15.495122
1894.06.29,,,,,,15.487415
1894.06.30,,,,,,15.478543
1894.07.01,,,,,,15.468515
1894.07.02,,,,,,15.457340
1894.07.03,,,,,,15.445030
1894.07.04,,,,,,15.431595
1894.07.05,0,,,,,15.417048
1894.07.06,,,,,,15.401403
1894.07.07,,,,,,15.384673
1894.07.08,,,,,,15.366873
1894.07.09,,,,,,15.348020
1894.07.10,,,,,,15.328128
1894.07.11,,,,,,15.307215
1894.07.12,,,,,,15.285299
1894.07.13,,,,,,15.262398
1894.07.14,,,,,,15.238529
1894.07.15,,,,,,15.213712
1894.07.16,,,,,,15.187966
1894.07.17,,,,,,15.161311
1894.07.18,,,,,,15.133767
1894.07.19,,,,,,15.105353
1894.07.20,,,,,,15.076091
1894.07.21,,,,,,15.046001
1894.07.22,,,,,,15.015102
1894.07.23,,,,,,14.983417
1894.07.24,,,,,,14.950966
1894.07.25,,,,,,14.917769
1894.07.26,,,,,,14.883847
1894.07.27,,,,,,14.849221
1894.07.28,,,,,,14.813911
1894.07.29,,,,,,14.777937
1894.07.30,,,,,,14.741320
1894.07.31,,,,,,14.704079
1894.08.01,,,,,,14.666235
1894.08.02,,,,,,14.627806
1894.08.03,,,,,,14.588812
1894.08.04,,,,,,14.549271
1894.08.05,,,,,,14.509203
1894.08.06,,,,,,14.468625
1894.08.07,,,,,,14.427556
1894.08.08,,,,,,14.386012
1894.08.09,,,,,,14.344012
1894.08.10,5.61218,,,,,14.301571
1894.08.11,,,,,,14.258707
1894.08.12,0,,,,,14.215435
1894.08.13,4.18162,,,,,14.171771
1894.08.14,,,,,,14.127730
1894.08.15,,,,,,14.083328
1894.08.16,,,,,,14.038578
1894.08.17,,,,,,13.993495
1894.08.18,,,,,,13.948092
1894.08.19,,,,,,13.902383
1894.08.20,,,,,,13.856381
1894.08.21,,,,,,13.810097
1894.08.22,,,,,,13.763545
1894.08.23,,,,,,13.716736
1894.08.24,,,,,,13.669681
1894.08.25,,,,,,13.622392
1894.08.26,,,,,,13.574879
1894.08.27,,,,,,13.527152
1894.08.28,,,,,,13.479222
1894.08.29,,,,,,13.431098
1894.08.30,,,,,,13.382790
1894.08.31,,,,,,13.334306
1894.09.01,,,,,,13.285656
1894.09.02,0,,,,,13.236847
1894.09.03,,,,,,13.187889
1894.09.04,,,,,,13.138789
1894.09.05,,,,,,13.089555
1894.09.06,0,,,,,13.040194
1894.09.07,,,,,,12.990714
1894.09.08,,,,,,12.941122
1894.09.09,,,,,,12.891424
1894.09.10,,,,,,12.841627
1894.09.11,,,,,,12.791738
1894.09.12,,,,,,12.741762
1894.09.13,,,,,,12.691707
1894.09.14,3.52137,,,,,12.641578
1894.09.15,0,,,,,12.591382
1894.09.16,,,,,,12.541123
1894.09.17,,,,,,12.490808
1894.09.18,,,,,,12.440442
1894.09.19,,,,,,12.390031
1894.09.20,4.18162,,,,,12.339580
1894.09.21,,,,,,12.289095
1894.09.22,,,,,,12.238581
1894.09.23,,,,,,12.188044
1894.09.24,,,,,,12.137489
1894.09.25,,,,,,12.086921
1894.09.26,,,,,,12.036346
1894.09.27,,,,,,11.985770
1894.09.28,,,,,,11.935197
1894.09.29,,,,,,11.884635
1894.09.30,,,,,,11.834087
1894.10.01,20.9631,,,,,11.783561
1894.10.02,,,,,,11.733061
1894.10.03,,,,,,11.682595
1894.10.04,,,,,,11.632167
1894.10.05,,,,,,11.581786
1894.10.06,,,,,,11.531456
1894.10.07,,,,,,11.481185
1894.10.08,,,,,,11.430980
1894.10.09,,,,,,11.380848
1894.10.10,,,,,,11.330795
1894.10.11,,,,,,11.280831
1894.10.12,,,,,,11.230962
1894.10.13,,,,,,11.181196
1894.10.14,,,,,,11.131543
1894.10.15,,,,,,11.082010
1894.10.16,,,,,,11.032607
1894.10.17,0,,,,,10.983343
1894.10.18,,,,,,10.934228
1894.10.19,,,,,,10.885272
1894.10.20,,,,,,10.836486
1894.10.21,,,,,,10.787880
1894.10.22,,,,,,10.739465
1894.10.23,0,,,,,10.691253
1894.10.24,,,,,,10.643257
1894.10.25,,,,,,10.595488
1894.10.26,,,,,,10.547960
1894.10.27,,,,,,10.500686
1894.10.28,,,,,,10.453680
1894.10.29,0,,,,,10.406956
1894.10.30,,,,,,10.360530
1894.10.31,,,,,,10.314416
1894.11.01,,,,,,10.268630
1894.11.02,,,,,,10.223190
1894.11.03,,,,,,10.178110
1894.11.04,,,,,,10.133410
1894.11.05,,,,,,10.089107
1894.11.06,,,,,,10.045219
1894.11.07,,,,,,10.001765
1894.11.08,,,,,,9.958764
1894.11.09,,,,,,9.916237
1894.11.10,,,,,,9.874203
1894.11.11,,,,,,9.832684
1894.11.12,,,,,,9.791701
1894.11.13,,,,,,9.751275
1894.11.14,,,,,,9.711429
1894.11.15,,,,,,9.672184
1894.11.16,,,,,,9.633565
1894.11.17,,,,,,9.595594
1894.11.18,,,,,,9.558295
1894.11.19,,,,,,9.521691
1894.11.20,,,,,,9.485808
1894.11.21,,,,,,9.450669
1894.11.22,,,,,,9.416298
1894.11.23,,,,,,9.382721
1894.11.24,,,,,,9.349961
1894.11.25,,,,,,9.318045
1894.11.26,,,,,,9.286997
1894.11.27,,,,,,9.256840
1894.11.28,,,,,,9.227601
1894.11.29,,,,,,9.199303
1894.11.30,,,,,,9.171970
1894.12.01,,,,,,9.145627
1894.12.02,,,,,,9.120296
1894.12.03,,,,,,9.096002
1894.12.04,,,,,,9.072765
1894.12.05,,,,,,9.050609
1894.12.06,,,,,,9.029555
1894.12.07,,,,,,9.009622
1894.12.08,,,,,,8.990832
1894.12.09,,,,,,8.973203
1894.12.10,,,,,,8.956754
1894.12.11,,,,,,8.941500
1894.12.12,,,,,,8.927460
1894.12.13,,,,,,8.914647
1894.12.14,,,,,,8.903075
1894.12.15,,,,,,8.892758
1894.12.16,,,,,,8.883707
1894.12.17,,,,,,8.875932
1894.12.18,,,,,,8.869441
1894.12.19,,,,,,8.864243
1894.12.20,,,,,,8.860344
1894.12.21,,,,,,8.857749
1894.12.22,,,,,,8.856460
1894.12.23,,,,,,8.856480
1894.12.24,,,,,,8.857809
1894.12.25,,,,,,8.860447
1894.12.26,,,,,,8.864390
1894.12.27,,,,,,8.869635
1894.12.28,,,,,,8.876177
1894.12.29,,,,,,8.884009
1894.12.30,,,,,,8.893122
1894.12.31,,,,,,8.903508
1895.01.01,,,,,,8.918914
1895.01.02,,,,,,8.932186
1895.01.03,,,,,,8.946690
1895.01.04,,,,,,8.962412
1895.01.05,,,,,,8.979336
1895.01.06,,,,,,8.997446
1895.01.07,,,,,,9.016722
1895.01.08,,,,,,9.037147
1895.01.09,,,,,,9.058701
1895.01.10,,,,,,9.081363
1895.01.11,,,,,,9.105113
1895.01.12,,,,,,9.129928
1895.01.13,,,,,,9.155787
1895.01.14,,,,,,9.182666
1895.01.15,,,,,,9.210542
1895.01.16,,,,,,9.239391
1895.01.17,,,,,,9.269190
1895.01.18,,,,,,9.299913
1895.01.19,,,,,,9.331536
1895.01.20,,,,,,9.364035
1895.01.21,,,,,,9.397385
1895.01.22,,,,,,9.431561
1895.01.23,,,,,,9.466538
1895.01.24,,,,,,9.502291
1895.01.25,,,,,,9.538796
1895.01.26,,,,,,9.576029
1895.01.27,,,,,,9.613965
1895.01.28,,,,,,9.652580
1895.01.29,,,,,,9.691850
1895.01.30,,,,,,9.731752
1895.01.31,,,,,,9.772263
1895.02.01,,,,,,9.813361
1895.02.02,1.37553,,,,,9.855022
1895.02.03,,,,,,9.897226
1895.02.04,,,,,,9.939950
1895.02.05,0.715278,,,,,9.983173
1895.02.06,,,,,,10.026876
1895.02.07,,,,,,10.071037
1895.02.08,,,,,,10.115638
1895.02.09,,,,,,10.160660
1895.02.10,,,,,,10.206082
1895.02.11,,,,,,10.251889
1895.02.12,,,,,,10.298061
1895.02.13,,,,,,10.344583
1895.02.14,,,,,,10.391436
1895.02.15,,,,,,10.438607
1895.02.16,,,,,,10.486077
1895.02.17,,,,,,10.533834
1895.02.18,,,,,,10.581861
1895.02.19,,,,,,10.630146
1895.02.20,,,,,,10.678673
1895.02.21,,,,,,10.727431
1895.02.22,,,,,,10.776406
1895.02.23,,,,,,10.825586
1895.02.24,,,,,,10.874959
1895.02.25,,,,,,10.924514
1895.02.26,,,,,,10.974239
1895.02.27,,,,,,11.024125
1895.02.28,,,,,,11.074159
1895.03.01,,,,,,11.124334
1895.03.02,,,,,,11.174638
1895.03.03,,,,,,11.225064
1895.03.04,,,,,,11.275601
1895.03.05,,,,,,11.326241
1895.03.06,,,,,,11.376975
1895.03.07,,,,,,11.427797
1895.03.08,,,,,,11.478697
1895.03.09,,,,,,11.529668
1895.03.10,,,,,,11.580703
1895.03.11,,,,,,11.631795
1895.03.12,,,,,,11.682936
1895.03.13,,,,,,11.734119
1895.03.14,,,,,,11.785339
1895.03.15,,,,,,11.836589
